id,year,abbr,region,voting,continent,wpei,liberties,society,participation,category,categoryvalue,wpei_category,change_point,decade
3,1969,MEX,Mexico,1,Americas,0.417,0.513,0.285,0.442,developing,3,developing,Change,1960
3,1970,MEX,Mexico,1,Americas,0.427,0.513,0.335,0.431,developing,3,developing,Change,1970
3,1971,MEX,Mexico,1,Americas,0.427,0.513,0.335,0.431,developing,3,developing,Change,1970
3,1972,MEX,Mexico,1,Americas,0.427,0.513,0.335,0.431,developing,3,developing,Change,1970
3,1973,MEX,Mexico,1,Americas,0.432,0.513,0.335,0.448,developing,3,developing,Change,1970
3,1974,MEX,Mexico,1,Americas,0.432,0.513,0.335,0.448,developing,3,developing,Change,1970
3,1975,MEX,Mexico,1,Americas,0.44,0.534,0.335,0.448,developing,3,developing,Change,1970
3,1976,MEX,Mexico,1,Americas,0.454,0.534,0.335,0.49,developing,3,developing,Change,1970
3,1977,MEX,Mexico,1,Americas,0.462,0.534,0.365,0.49,developing,3,developing,Change,1970
3,1978,MEX,Mexico,1,Americas,0.462,0.534,0.365,0.49,developing,3,developing,Change,1970
3,1979,MEX,Mexico,1,Americas,0.479,0.534,0.365,0.54,developing,3,developing,Change,1970
3,1980,MEX,Mexico,1,Americas,0.479,0.534,0.365,0.54,developing,3,developing,Change,1980
3,1981,MEX,Mexico,1,Americas,0.487,0.54,0.374,0.54,developing,3,developing,Change,1980
3,1982,MEX,Mexico,1,Americas,0.51,0.54,0.374,0.613,developing,3,developing,Change,1980
3,1983,MEX,Mexico,1,Americas,0.51,0.54,0.378,0.613,developing,3,developing,Change,1980
3,1984,MEX,Mexico,1,Americas,0.51,0.54,0.378,0.613,developing,3,developing,Change,1980
3,1985,MEX,Mexico,1,Americas,0.543,0.54,0.478,0.607,developing,3,developing,Change,1980
3,1986,MEX,Mexico,1,Americas,0.543,0.54,0.478,0.607,developing,3,developing,Change,1980
3,1987,MEX,Mexico,1,Americas,0.543,0.54,0.478,0.607,developing,3,developing,Change,1980
3,1988,MEX,Mexico,1,Americas,0.549,0.54,0.478,0.627,established,4,established,Change,1980
3,1989,MEX,Mexico,1,Americas,0.549,0.54,0.478,0.627,established,4,established,Change,1980
3,1990,MEX,Mexico,1,Americas,0.549,0.54,0.478,0.627,established,4,established,Change,1990
3,1991,MEX,Mexico,1,Americas,0.52,0.54,0.478,0.536,developing,3,developing,Change,1990
3,1992,MEX,Mexico,1,Americas,0.52,0.54,0.478,0.536,developing,3,developing,Change,1990
3,1993,MEX,Mexico,1,Americas,0.528,0.54,0.507,0.536,developing,3,developing,Change,1990
3,1994,MEX,Mexico,1,Americas,0.65,0.565,0.669,0.742,established,4,established,Change,1990
3,1995,MEX,Mexico,1,Americas,0.65,0.568,0.664,0.742,established,4,established,Change,1990
3,1996,MEX,Mexico,1,Americas,0.65,0.568,0.664,0.742,established,4,established,Change,1990
3,1997,MEX,Mexico,1,Americas,0.65,0.568,0.664,0.742,established,4,established,Change,1990
3,1998,MEX,Mexico,1,Americas,0.65,0.568,0.664,0.742,established,4,established,Change,1990
3,1999,MEX,Mexico,1,Americas,0.65,0.568,0.664,0.742,established,4,established,Change,1990
3,2000,MEX,Mexico,1,Americas,0.668,0.568,0.688,0.772,established,4,established,Change,2000
4,1900,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1900
4,1901,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1900
4,1902,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1900
4,1903,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1900
4,1904,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1900
4,1905,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1900
4,1906,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1900
4,1907,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1900
4,1908,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1900
4,1909,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1900
4,1910,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1910
4,1911,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1910
4,1912,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1910
4,1913,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1910
4,1914,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1910
4,1915,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1910
4,1916,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1910
4,1917,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1910
4,1918,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1910
4,1919,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1910
4,1920,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1920
4,1921,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1920
4,1922,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1920
4,1923,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1920
4,1924,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1920
4,1925,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1920
4,1926,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1920
4,1927,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1920
4,1928,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1920
4,1929,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1920
4,1930,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1930
4,1931,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1930
4,1932,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1930
4,1933,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1930
4,1934,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1930
4,1935,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1930
4,1936,SUR,Suriname,0,Americas,0.438,0.72,0.427,0.178,developing,3,developing,No Change,1930
4,1937,SUR,Suriname,0,Americas,0.463,0.72,0.427,0.257,developing,3,developing,No Change,1930
4,1938,SUR,Suriname,0,Americas,0.463,0.72,0.427,0.257,developing,3,developing,No Change,1930
4,1939,SUR,Suriname,0,Americas,0.463,0.72,0.427,0.257,developing,3,developing,No Change,1930
4,1940,SUR,Suriname,0,Americas,0.463,0.72,0.427,0.257,developing,3,developing,No Change,1940
4,1941,SUR,Suriname,0,Americas,0.463,0.72,0.427,0.257,developing,3,developing,No Change,1940
4,1942,SUR,Suriname,0,Americas,0.463,0.72,0.427,0.257,developing,3,developing,No Change,1940
4,1943,SUR,Suriname,0,Americas,0.463,0.72,0.427,0.257,developing,3,developing,No Change,1940
4,1944,SUR,Suriname,0,Americas,0.463,0.72,0.427,0.257,developing,3,developing,No Change,1940
4,1945,SUR,Suriname,0,Americas,0.463,0.72,0.427,0.257,developing,3,developing,No Change,1940
4,1946,SUR,Suriname,0,Americas,0.471,0.72,0.427,0.257,developing,3,developing,No Change,1940
4,1947,SUR,Suriname,0,Americas,0.471,0.72,0.427,0.257,developing,3,developing,No Change,1940
4,1948,SUR,Suriname,0,Americas,0.504,0.72,0.427,0.357,developing,3,developing,No Change,1940
4,1949,SUR,Suriname,1,Americas,0.562,0.72,0.53,0.448,established,4,established,Change,1940
4,1950,SUR,Suriname,1,Americas,0.562,0.72,0.53,0.448,established,4,established,Change,1950
4,1951,SUR,Suriname,1,Americas,0.562,0.72,0.53,0.448,established,4,established,Change,1950
4,1952,SUR,Suriname,1,Americas,0.562,0.72,0.53,0.448,established,4,established,Change,1950
4,1953,SUR,Suriname,1,Americas,0.562,0.72,0.53,0.448,established,4,established,Change,1950
4,1954,SUR,Suriname,1,Americas,0.562,0.72,0.53,0.448,established,4,established,Change,1950
4,1955,SUR,Suriname,1,Americas,0.575,0.762,0.53,0.448,established,4,established,Change,1950
4,1956,SUR,Suriname,1,Americas,0.575,0.762,0.53,0.448,established,4,established,Change,1950
4,1957,SUR,Suriname,1,Americas,0.575,0.762,0.53,0.448,established,4,established,Change,1950
4,1958,SUR,Suriname,1,Americas,0.575,0.762,0.53,0.448,established,4,established,Change,1950
4,1959,SUR,Suriname,1,Americas,0.575,0.762,0.53,0.448,established,4,established,Change,1950
4,1960,SUR,Suriname,1,Americas,0.577,0.762,0.531,0.448,established,4,established,Change,1960
4,1961,SUR,Suriname,1,Americas,0.577,0.762,0.531,0.448,established,4,established,Change,1960
4,1962,SUR,Suriname,1,Americas,0.577,0.762,0.531,0.448,established,4,established,Change,1960
4,1963,SUR,Suriname,1,Americas,0.577,0.762,0.531,0.448,established,4,established,Change,1960
4,1964,SUR,Suriname,1,Americas,0.577,0.762,0.531,0.448,established,4,established,Change,1960
4,1965,SUR,Suriname,1,Americas,0.577,0.762,0.531,0.448,established,4,established,Change,1960
4,1966,SUR,Suriname,1,Americas,0.577,0.762,0.531,0.448,established,4,established,Change,1960
4,1967,SUR,Suriname,1,Americas,0.577,0.762,0.531,0.448,established,4,established,Change,1960
4,1968,SUR,Suriname,1,Americas,0.577,0.762,0.531,0.448,established,4,established,Change,1960
4,1969,SUR,Suriname,1,Americas,0.577,0.762,0.531,0.448,established,4,established,Change,1960
4,1970,SUR,Suriname,1,Americas,0.603,0.762,0.606,0.448,established,4,established,Change,1970
4,1971,SUR,Suriname,1,Americas,0.574,0.762,0.524,0.448,established,4,established,Change,1970
4,1972,SUR,Suriname,1,Americas,0.574,0.762,0.524,0.448,established,4,established,Change,1970
4,1973,SUR,Suriname,1,Americas,0.574,0.762,0.524,0.448,established,4,established,Change,1970
4,1974,SUR,Suriname,1,Americas,0.587,0.793,0.538,0.448,established,4,established,Change,1970
4,1975,SUR,Suriname,1,Americas,0.654,0.793,0.643,0.555,established,4,established,Change,1970
4,1976,SUR,Suriname,1,Americas,0.684,0.793,0.649,0.628,established,4,established,Change,1970
4,1977,SUR,Suriname,1,Americas,0.684,0.793,0.649,0.628,established,4,established,Change,1970
4,1978,SUR,Suriname,1,Americas,0.684,0.793,0.649,0.628,established,4,established,Change,1970
4,1979,SUR,Suriname,1,Americas,0.684,0.793,0.649,0.628,established,4,established,Change,1970
4,1980,SUR,Suriname,0,Americas,0.617,0.735,0.609,0.522,established,4,established,No Change,1980
4,1981,SUR,Suriname,0,Americas,0.617,0.737,0.618,0.522,established,4,established,No Change,1980
4,1982,SUR,Suriname,0,Americas,0.617,0.737,0.618,0.522,established,4,established,No Change,1980
4,1983,SUR,Suriname,0,Americas,0.623,0.737,0.606,0.522,established,4,established,No Change,1980
4,1984,SUR,Suriname,0,Americas,0.623,0.737,0.606,0.522,established,4,established,No Change,1980
4,1985,SUR,Suriname,0,Americas,0.705,0.737,0.606,0.77,established,4,established,No Change,1980
4,1986,SUR,Suriname,0,Americas,0.705,0.737,0.606,0.77,established,4,established,No Change,1980
4,1987,SUR,Suriname,1,Americas,0.675,0.737,0.606,0.68,established,4,established,Change,1980
4,1988,SUR,Suriname,1,Americas,0.708,0.737,0.719,0.68,established,4,established,Change,1980
4,1989,SUR,Suriname,1,Americas,0.718,0.756,0.754,0.68,established,4,established,Change,1980
4,1990,SUR,Suriname,1,Americas,0.709,0.821,0.762,0.548,established,4,established,Change,1990
4,1991,SUR,Suriname,1,Americas,0.72,0.843,0.783,0.549,established,4,established,Change,1990
4,1992,SUR,Suriname,1,Americas,0.766,0.843,0.783,0.692,established,4,established,Change,1990
4,1993,SUR,Suriname,1,Americas,0.794,0.843,0.783,0.77,established,4,established,Change,1990
4,1994,SUR,Suriname,1,Americas,0.794,0.843,0.783,0.77,established,4,established,Change,1990
4,1995,SUR,Suriname,1,Americas,0.794,0.843,0.783,0.77,established,4,established,Change,1990
4,1996,SUR,Suriname,1,Americas,0.836,0.843,0.783,0.896,established,4,established,Change,1990
4,1997,SUR,Suriname,1,Americas,0.832,0.843,0.781,0.896,established,4,established,Change,1990
4,1998,SUR,Suriname,1,Americas,0.832,0.843,0.781,0.896,established,4,established,Change,1990
4,1999,SUR,Suriname,1,Americas,0.832,0.843,0.781,0.896,established,4,established,Change,1990
4,2000,SUR,Suriname,1,Americas,0.845,0.843,0.807,0.913,established,4,established,Change,2000
5,1900,SWE,Sweden,0,Europe,0.54,0.767,0.447,0.419,developing,3,developing,No Change,1900
5,1901,SWE,Sweden,0,Europe,0.54,0.767,0.447,0.419,developing,3,developing,No Change,1900
5,1902,SWE,Sweden,0,Europe,0.54,0.767,0.447,0.419,developing,3,developing,No Change,1900
5,1903,SWE,Sweden,0,Europe,0.54,0.767,0.447,0.419,developing,3,developing,No Change,1900
5,1904,SWE,Sweden,0,Europe,0.54,0.767,0.447,0.419,developing,3,developing,No Change,1900
5,1905,SWE,Sweden,0,Europe,0.54,0.767,0.447,0.419,developing,3,developing,No Change,1900
5,1906,SWE,Sweden,0,Europe,0.54,0.767,0.447,0.419,developing,3,developing,No Change,1900
5,1907,SWE,Sweden,0,Europe,0.54,0.767,0.447,0.419,developing,3,developing,No Change,1900
5,1908,SWE,Sweden,0,Europe,0.54,0.767,0.447,0.419,developing,3,developing,No Change,1900
5,1909,SWE,Sweden,0,Europe,0.54,0.767,0.447,0.419,developing,3,developing,No Change,1900
5,1910,SWE,Sweden,0,Europe,0.552,0.767,0.481,0.419,established,4,established,No Change,1910
5,1911,SWE,Sweden,0,Europe,0.552,0.767,0.481,0.419,established,4,established,No Change,1910
5,1912,SWE,Sweden,0,Europe,0.552,0.767,0.481,0.419,established,4,established,No Change,1910
5,1913,SWE,Sweden,0,Europe,0.552,0.767,0.481,0.419,established,4,established,No Change,1910
5,1914,SWE,Sweden,0,Europe,0.553,0.767,0.486,0.419,established,4,established,No Change,1910
5,1915,SWE,Sweden,0,Europe,0.556,0.767,0.487,0.419,established,4,established,No Change,1910
5,1916,SWE,Sweden,0,Europe,0.556,0.767,0.487,0.419,established,4,established,No Change,1910
5,1917,SWE,Sweden,0,Europe,0.556,0.767,0.487,0.419,established,4,established,No Change,1910
5,1918,SWE,Sweden,0,Europe,0.578,0.767,0.487,0.479,established,4,established,No Change,1910
5,1919,SWE,Sweden,0,Europe,0.578,0.767,0.505,0.479,established,4,established,No Change,1910
5,1920,SWE,Sweden,0,Europe,0.589,0.772,0.517,0.502,established,4,established,No Change,1920
5,1921,SWE,Sweden,1,Europe,0.603,0.78,0.517,0.529,established,4,established,Change,1920
5,1922,SWE,Sweden,1,Europe,0.62,0.807,0.634,0.43,established,4,established,Change,1920
5,1923,SWE,Sweden,1,Europe,0.71,0.807,0.79,0.553,established,4,established,Change,1920
5,1924,SWE,Sweden,1,Europe,0.727,0.838,0.82,0.553,established,4,established,Change,1920
5,1925,SWE,Sweden,1,Europe,0.729,0.838,0.82,0.559,established,4,established,Change,1920
5,1926,SWE,Sweden,1,Europe,0.729,0.838,0.82,0.559,established,4,established,Change,1920
5,1927,SWE,Sweden,1,Europe,0.729,0.838,0.82,0.559,established,4,established,Change,1920
5,1928,SWE,Sweden,1,Europe,0.729,0.838,0.82,0.559,established,4,established,Change,1920
5,1929,SWE,Sweden,1,Europe,0.725,0.838,0.82,0.548,established,4,established,Change,1920
5,1930,SWE,Sweden,1,Europe,0.726,0.838,0.824,0.548,established,4,established,Change,1930
5,1931,SWE,Sweden,1,Europe,0.726,0.838,0.824,0.548,established,4,established,Change,1930
5,1932,SWE,Sweden,1,Europe,0.726,0.838,0.824,0.548,established,4,established,Change,1930
5,1933,SWE,Sweden,1,Europe,0.73,0.838,0.824,0.559,established,4,established,Change,1930
5,1934,SWE,Sweden,1,Europe,0.73,0.838,0.824,0.559,established,4,established,Change,1930
5,1935,SWE,Sweden,1,Europe,0.73,0.838,0.824,0.559,established,4,established,Change,1930
5,1936,SWE,Sweden,1,Europe,0.73,0.838,0.824,0.559,established,4,established,Change,1930
5,1937,SWE,Sweden,1,Europe,0.736,0.838,0.824,0.58,established,4,established,Change,1930
5,1938,SWE,Sweden,1,Europe,0.737,0.838,0.813,0.58,established,4,established,Change,1930
5,1939,SWE,Sweden,1,Europe,0.737,0.838,0.813,0.58,established,4,established,Change,1930
5,1940,SWE,Sweden,1,Europe,0.741,0.838,0.813,0.597,established,4,established,Change,1940
5,1941,SWE,Sweden,1,Europe,0.755,0.838,0.813,0.639,established,4,established,Change,1940
5,1942,SWE,Sweden,1,Europe,0.755,0.838,0.813,0.639,established,4,established,Change,1940
5,1943,SWE,Sweden,1,Europe,0.755,0.838,0.813,0.639,established,4,established,Change,1940
5,1944,SWE,Sweden,1,Europe,0.755,0.838,0.813,0.639,established,4,established,Change,1940
5,1945,SWE,Sweden,1,Europe,0.775,0.838,0.813,0.699,established,4,established,Change,1940
5,1946,SWE,Sweden,1,Europe,0.777,0.838,0.821,0.699,established,4,established,Change,1940
5,1947,SWE,Sweden,1,Europe,0.777,0.838,0.821,0.699,established,4,established,Change,1940
5,1948,SWE,Sweden,1,Europe,0.796,0.838,0.821,0.758,established,4,established,Change,1940
5,1949,SWE,Sweden,1,Europe,0.796,0.838,0.821,0.758,established,4,established,Change,1940
5,1950,SWE,Sweden,1,Europe,0.812,0.838,0.823,0.8,established,4,established,Change,1950
5,1951,SWE,Sweden,1,Europe,0.812,0.838,0.823,0.8,established,4,established,Change,1950
5,1952,SWE,Sweden,1,Europe,0.826,0.847,0.823,0.837,established,4,established,Change,1950
5,1953,SWE,Sweden,1,Europe,0.826,0.847,0.823,0.837,established,4,established,Change,1950
5,1954,SWE,Sweden,1,Europe,0.826,0.847,0.823,0.837,established,4,established,Change,1950
5,1955,SWE,Sweden,1,Europe,0.826,0.847,0.823,0.837,established,4,established,Change,1950
5,1956,SWE,Sweden,1,Europe,0.828,0.847,0.823,0.842,established,4,established,Change,1950
5,1957,SWE,Sweden,1,Europe,0.828,0.847,0.823,0.842,established,4,established,Change,1950
5,1958,SWE,Sweden,1,Europe,0.828,0.847,0.823,0.842,established,4,established,Change,1950
5,1959,SWE,Sweden,1,Europe,0.828,0.847,0.823,0.842,established,4,established,Change,1950
5,1960,SWE,Sweden,1,Europe,0.854,0.857,0.838,0.903,established,4,established,Change,1960
5,1961,SWE,Sweden,1,Europe,0.863,0.89,0.838,0.903,established,4,established,Change,1960
5,1962,SWE,Sweden,1,Europe,0.872,0.91,0.838,0.903,established,4,established,Change,1960
5,1963,SWE,Sweden,1,Europe,0.872,0.91,0.838,0.903,established,4,established,Change,1960
5,1964,SWE,Sweden,1,Europe,0.871,0.91,0.838,0.899,established,4,established,Change,1960
5,1965,SWE,Sweden,1,Europe,0.873,0.91,0.836,0.899,established,4,established,Change,1960
5,1966,SWE,Sweden,1,Europe,0.871,0.91,0.835,0.899,established,4,established,Change,1960
5,1967,SWE,Sweden,1,Europe,0.871,0.91,0.835,0.899,established,4,established,Change,1960
5,1968,SWE,Sweden,1,Europe,0.878,0.91,0.835,0.918,established,4,established,Change,1960
5,1969,SWE,Sweden,1,Europe,0.878,0.91,0.835,0.918,established,4,established,Change,1960
5,1970,SWE,Sweden,1,Europe,0.881,0.909,0.841,0.921,established,4,established,Change,1970
5,1971,SWE,Sweden,1,Europe,0.884,0.909,0.848,0.921,established,4,established,Change,1970
5,1972,SWE,Sweden,1,Europe,0.883,0.909,0.847,0.921,established,4,established,Change,1970
5,1973,SWE,Sweden,1,Europe,0.907,0.936,0.848,0.964,established,4,established,Change,1970
5,1974,SWE,Sweden,1,Europe,0.908,0.936,0.847,0.967,established,4,established,Change,1970
5,1975,SWE,Sweden,1,Europe,0.914,0.936,0.866,0.967,established,4,established,Change,1970
